Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
The Full Monty,1997,Peter Cattaneo,['Comedy'],3.5,3.64,91,['UK'],English,['English'],79934,14427,14863,"['Robert Carlyle', 'Mark Addy', 'Wim Snape', 'Steve Huison', 'Tom Wilkinson', 'Paul Barber', 'Hugo Speer', 'Lesley Sharp', 'Emily Woof', 'Deirdre Costello', 'Paul Butterworth', 'Dave Hill', 'Bruce Jones', 'Andrew Livingston', 'Vinny Dhillon', 'Kate Layden', 'Joanna Swain', 'Kate Rutter', 'June Broughton', 'Glenn Cunningham', 'Chris Brailsford', 'Steve Garti', 'Malcolm Pitt', 'Dennis Blanch', 'Daryl Fishwick', 'David Lonsdale', 'Fiona Watts', 'Muriel Hunt', 'Theresa Maduemezia', 'Fiona Nelson']","['Redwave Films', 'Channel Four Films']",https://letterboxd.com//film/the-full-monty/
Good Will Hunting,1997,Gus Van Sant,['Drama'],4,4.28,127,['USA'],English,['English'],1436745,181540,500798,"['Matt Damon', 'Robin Williams', 'Ben Affleck', 'Stellan Skarsgård', 'Minnie Driver', 'Casey Affleck', 'Cole Hauser', 'Vik Sahay', 'John Mighton', 'Rachel Majorowski', 'Colleen McCauley', 'Matt Mercier', 'Ralph St. George', 'Rob Lynds', 'Dan Washington', 'Alison Folland', 'Derrick Bridgeman', 'Shannon Egleson', 'Rob Lyons', 'Steven Kozlowski', 'Jennifer Deathe', 'Scott William Winters', 'Philip Williams', ""Patrick O'Donnell"", 'Kevin Rushton', 'Jimmy Flynn', 'Joe Cannon', 'Ann Matacunas', 'George Plimpton', 'Francesco Clemente', 'Jessica Morton', 'Barna Moricz', 'Libby Geller', 'Chas Lawther', 'Richard Fitzpatrick', 'Frank Nakashima', 'Chris Britton', 'David Eisner', 'Bruce Hunter', 'Robert Talvano', 'James Allodi', 'Michael Arthur', 'Christian Harmony', 'Riva Di Paola', 'Harmony Korine', 'Thomas Lundy', 'Paul McGillicuddy', 'Daniel Olsen', ""Stephen L'Heureux""]","['Miramax', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership']",https://letterboxd.com//film/good-will-hunting/
L.A. Confidential,1997,Curtis Hanson,"['Mystery', 'Crime', 'Thriller']",5,4.07,138,['USA'],English,['English'],324325,65466,81296,"['Russell Crowe', 'Guy Pearce', 'Kevin Spacey', 'Kim Basinger', 'Danny DeVito', 'James Cromwell', 'David Strathairn', 'Ron Rifkin', 'Matt McCoy', 'Paul Guilfoyle', 'Paolo Seganti', 'Elisabeth Granli', 'Sandra Taylor', 'Steve Rankin', 'Graham Beckel', 'Allan Graf', 'Precious Chong', 'Symba', 'Bob Clendenin', 'Lennie Loftin', 'Will Zahrn', 'Amber Smith', 'Darrell Sandeen', 'Michael Warwick', 'Simon Baker', 'Shawnee Free Jones', 'Thomas Rosales Jr.', 'Shane Dixon', 'Norman Howell', 'Brian Lally', 'Don Pulford', 'Chris Short', 'John Mahon', 'Tomas Arana', 'Michael McCleery', 'George Yager', 'Jack Conley', 'Ginger Slaughter', 'Jack Knight', 'John H. Evans', 'Gene Wolande', 'Brian Bossetta', 'Michael Chieffo', 'Gwenda Deacon', 'T.J. Kennedy', 'Ingo Neuhaus', 'Jim Metzler', 'Robert Barry Fleming', 'Jeremiah Birkett', 'Salim Grant', 'Karr Washington', 'Noel Evangelisti', 'Marisol Padilla Sánchez', 'Jeff Sanders', 'Steven Lambert', 'Jordan Marder', 'Gregory White', 'April Breneman', 'Lisa Worthy', 'Beverly Sharpe', 'Colin Mitchell', 'John Slade', 'Brenda Bakke', 'Kevin Maloney', 'Patrice Walters', 'Rebecca Klingler', 'Irene Roseen', 'Scott Eberlein', 'David St. James', 'Bodie Newcomb', 'Jeff Austin', 'Robert Foster', 'Kevin Patrick Kelly', 'Henry Marder', 'Monty McKee', 'Henry Meyers', 'Michael Ossmann', 'Dick Stilwell', 'Jess Thomas', 'Robert Thompson', 'Jody Wood', 'Jimmy Ortega', 'Nectar Rose', 'Rocco Salata', 'Dell Yount', 'Scott McKinley', 'Gilbert Rosales', 'J.P. Romano', 'Chris Palermo', 'April Audia', 'Priscilla Cory', 'Fred Lerner', 'Anne Zogby', 'Robert Harrison']","['Regency Enterprises', 'Warner Bros. Pictures', 'The Wolper Organization']",https://letterboxd.com//film/la-confidential/
Titanic,1997,James Cameron,"['Drama', 'Romance']",4.5,3.79,194,['USA'],English,"['English', 'French', 'German', 'Swedish', 'Italian', 'Russian']",2169100,183904,513583,"['Leonardo DiCaprio', 'Kate Winslet', 'Billy Zane', 'Kathy Bates', 'Frances Fisher', 'Gloria Stuart', 'Victor Garber', 'Bill Paxton', 'Bernard Hill', 'David Warner', 'Jonathan Hyde', 'Lewis Abernathy', 'Suzy Amis', 'Nicholas Cascone', 'Danny Nucci', 'Jason Barry', 'Lew Palter', 'Eric Braeden', 'Ewan Stewart', 'Bernard Fox', 'Ioan Gruffudd', 'Jonny Phillips', 'Edward Fletcher', 'Scott G. Anderson', 'Martin East', 'Gregory Cooke', 'Alexandrea Owens', 'Seth Adkins', 'Michael Ensign', 'Anatoly M. Sagalevitch', 'Martin Hub', 'Mark Lindsay Chapman', 'Richard Graham', 'Paul Brightwell', 'Craig Kelly', 'Ron Donachie', 'Charlotte Chatton', 'Fannie Brett', 'Jenette Goldstein', 'Camilla Overbye Roos', 'Linda Kerns', 'Amy Gaipa', 'Martin Jarvis', 'Rosalind Ayres', 'Rochelle Rose', 'Jonathan Evans-Jones', 'Rocky Taylor', 'Liam Tuohy', 'Simon Crane', 'James Lancaster', 'Elsa Raven', 'Reece P. Thompson III', 'Laramie Landis', 'Mark Rafael Truitt', 'John Walcutt', 'Terry Forrestal', 'Derek Lea', 'Richard Ashton', 'Sean Nepita', 'Brendan Connolly', 'David Cronnelly', 'Garth Wilton', 'Richard Fox', 'Nick Meaney', 'Kevin Owers', 'Mark Capri', 'Marc Cass', 'Paul Herbert', 'Emmett James', 'Chris Byrne', 'Oliver Page', 'James Garrett', 'Erik Holland', 'Jari Kinnunen', 'Anders Falk', 'Barry Dennen', 'Vern Urich', 'Rebecca Klingler', ""Tricia O'Neil"", 'Kathleen S. Dunn', 'Romeo Francis', 'Mandana Marino', 'Van Ling', 'Bjørn Olsen', 'Dan Pettersson', 'Shay Duffin', 'Greg Ellis', 'Diana Morgan', 'Kris Andersson', 'Bobbie Bates', 'Aaron James Cash', 'Anne Fletcher', 'Edmond Alan Forsyth', 'Andie Hicks', 'Scott Hislop', 'Stan Mazin', 'Lisa Ratzin', 'Julene Renee', 'Brian Walsh', 'Alexandra Boyd', 'James Cameron', 'Mike Butters', 'Bruno Campolo', 'Kevin De La Noy', 'Tony Kenny', 'Sean Lawlor', 'Don Lynch', 'Johnny Martin', 'Ryan McClurkin', 'Meghan McLeod', ""Mike O'Neal"", 'Phil Parlapiano', 'Steven Quale', 'R. Gern Trowbridge', 'Olivia Rosewood', 'John Slade', 'Brian McDermott', 'Bret Aaron Knower']","['Paramount', '20th Century Fox', 'Lightstorm Entertainment']",https://letterboxd.com//film/titanic-1997/
Elizabeth,1998,Shekhar Kapur,"['History', 'Drama']",4.5,3.56,124,"['UK', 'USA']",English,"['English', 'French']",74896,14810,11265,"['Cate Blanchett', 'Joseph Fiennes', 'Geoffrey Rush', 'Christopher Eccleston', 'John Gielgud', 'Richard Attenborough', 'Fanny Ardant', 'Éric Cantona', 'Vincent Cassel', 'Kathy Burke', 'Edward Hardwicke', 'Emily Mortimer', 'James Frain', 'Kelly Macdonald', 'Kenny Doughty', 'Daniel Craig', 'Alfie Allen', 'Jamie Foreman', 'Lily Allen', 'Amanda Ryan', 'Sally Grey', 'Elika Gibbs', 'Sarah Owen', 'Kate Loustau', 'Daniel Moynihan', 'Jeremy Hawk', 'Daisy Bevan', 'Hayley Burroughs', 'Joe White', 'Liam Foley', 'Matt Andrews', 'Ben Frain', 'Lewis Jones', 'Michael Beint', 'Angus Deayton', ""Joseph O'Conor"", ""Brendan O'Hea"", 'Edward Highmore', 'James Rowe', 'Donald Pelmear', 'Tim Bevan', 'Liz Giles', 'Rod Culbertson', 'Peter Stockbridge', 'Valerie Gale', 'George Antoni', 'Wayne Sleep', 'Charles Cartmell', 'Edward Purver', 'Vladimir Vega', 'Jennifer Lewicki', 'Viviane Horne', 'Nick Smallman', 'James Britton', 'Jean-Pierre Léaud', 'Ben Mars', ""Daniel O'Meara"", 'Jocelyn Quivrin', 'Matthew Rhys', 'Jason Savin', 'Christian Simpson']","['PolyGram Filmed Entertainment', 'Working Title Films', 'Channel Four Films']",https://letterboxd.com//film/elizabeth/
Life Is Beautiful,1997,Roberto Benigni,"['Comedy', 'Drama']",4,4.32,116,['Italy'],Italian,"['Italian', 'Czech', 'English', 'German']",498495,75841,148666,"['Roberto Benigni', 'Nicoletta Braschi', 'Giorgio Cantarini', 'Giustino Durano', 'Sergio Bini Bustric', 'Lidia Alfonsi', 'Giuliana Lojodice', 'Amerigo Fontani', 'Pietro De Silva', 'Francesco Guzzo', 'Raffaella Lebboroni', 'Marisa Paredes', 'Horst Buchholz', 'Adelaide Alaïs', 'Verena Buratti', 'Hannes Hellmann', 'Wolfgang Hillinger', 'Antonio Prester', 'Gina Rovere', 'Laura Susanne Ruedeberg', 'Richard Sammel', 'Andrea Tidona', 'Dirk K. van den Berg', 'Omero Antonutti', 'Daniela Fedtke', 'Claudio Alfonsi', 'Gil Baroni']","['Mario e Vittorio Cecchi Gori - C.E.I.A.D.', 'Melampo Cinematografica']",https://letterboxd.com//film/life-is-beautiful/
Saving Private Ryan,1998,Steven Spielberg,"['History', 'Drama', 'War']",3.5,4.23,169,['USA'],English,"['English', 'Czech', 'German', 'French']",1126509,157909,311739,"['Tom Hanks', 'Tom Sizemore', 'Edward Burns', 'Matt Damon', 'Barry Pepper', 'Adam Goldberg', 'Vin Diesel', 'Giovanni Ribisi', 'Ted Danson', 'Jeremy Davies', 'Paul Giamatti', 'Dennis Farina', 'Joerg Stadler', 'Max Martini', 'Dylan Bruno', 'Daniel Cerqueira', 'Demetri Goritsas', 'Ian Porter', 'Gary Sefton', 'Julian Spencer', 'Steve Griffin', 'William Marsh', 'Marc Cass', 'Markus Napier', 'Neil Finnighan', 'Peter Miles', 'Paul Garcia', 'Seamus McQuade', 'Ronald Longridge', 'Adam Shaw', 'Rolf Saxon', 'Corey Johnson', 'Loclann Aiken', 'John Barnett', 'Maclean Burke', 'Victor Burke', 'Aiden Condron', 'Paschal Friel', 'Shane Hagan', 'Paul Hickey', 'Shane Johnson', 'Laird Macintosh', 'Brian Maynard', 'Martin McDougall', 'Mark Phillips', 'Lee Aaron Rosen', 'Andrew Scott', 'Matthew Sharp', 'Vincent Walsh', 'Grahame Wood', 'John Sharian', 'Glenn Wrage', 'Crofton Hardester', 'Martin Hub', 'Raffaello Degruttola', 'Nigel Whitmey', 'Sam Ellis', 'Erich Redman', 'Tilo Keiner', 'Stephan Grothgar', 'Stephane Cornicard', 'Michelle Evans', 'Martin Beaton', 'Anna Maguire', 'Nathan Fillion', 'Leland Orser', 'Michael Mantas', 'David Vegh', 'Ryan Hurst', 'Nick Brooks', 'Sam Scudder', 'John Walters', 'Dorothy Grumbar', 'James Innes-Smith', 'Harve Presnell', 'Dale Dye', 'Bryan Cranston', 'David Wohl', 'Eric Loren', 'Valerie Colgan', 'Amanda Boxer', 'Harrison Young', 'Kathleen Byron', 'Rob Freeman', 'Thomas Gizbert', 'Nina Muschallik', 'Taylor Murphy', 'Mac Steinmeier', 'Derek Lea', 'Leo Stransky', 'Vincent Ventresca']","['DreamWorks Pictures', 'Paramount', 'Amblin Entertainment', 'Mutual Film Company']",https://letterboxd.com//film/saving-private-ryan/
Shakespeare in Love,1998,John Madden,"['Comedy', 'History', 'Romance']",4.5,3.28,123,['USA'],English,['English'],167518,33419,20663,"['Joseph Fiennes', 'Gwyneth Paltrow', 'Geoffrey Rush', 'Tom Wilkinson', 'Judi Dench', 'Imelda Staunton', 'Colin Firth', 'Ben Affleck', 'Simon Callow', 'Steven Beard', 'Jim Carter', 'Rupert Everett', 'Martin Clunes', 'Tim McMullan', 'Joe Roberts', 'Antony Sher', 'Georgie Glen', 'Nicholas Boulton', 'Barnaby Kay', 'Mark Williams', 'Jill Baker', 'Nicholas Le Prevost', 'Rebecca Charles', 'Bob Barrett', 'Simon Day', 'Bridget McConnell', 'Sandra Reinton', 'Jason Round', 'Rupert Farley', 'Adam Barker', 'Harry Gostelow', 'Alan Cody', 'David Curtiz', 'Gregor Truter', 'Amber Glossop', 'Robin Davies', 'Hywel Simons', 'Roger Morlidge', 'Daniel Brocklebank', 'Mark Saban', 'Timothy Kightley', 'Roger Frost', 'Rachel Clarke', 'Lucy Speed', 'John Ramm', 'Paul Bigley', 'Patrick Barlow', ""Steven O'Donnell"", 'John Inman']","['Miramax', 'Universal Pictures', 'Bedford Falls Productions']",https://letterboxd.com//film/shakespeare-in-love/
The Thin Red Line,1998,Terrence Malick,"['War', 'Drama', 'History']",5,4.08,171,"['Japan', 'USA']",English,"['English', 'Greek (modern)', 'Japanese']",192771,63045,47964,"['Sean Penn', 'Jim Caviezel', 'Adrien Brody', 'Ben Chaplin', 'Elias Koteas', 'John Cusack', 'Woody Harrelson', 'Nick Nolte', 'John C. Reilly', 'George Clooney', 'John Travolta', 'John Dee Smith', 'Dash Mihok', 'Kirk Acevedo', 'Jared Leto', 'Mark Boone Junior', 'Matt Doran', 'Paul Gleeson', 'Don Harvey', 'Arie Verveen', 'Thomas Jane', 'Donal Logue', 'John Savage', 'Nick Stahl', 'Miranda Otto', 'Tim Blake Nelson', 'Larry Romano', 'Penelope Allen', 'Danny Hoch', 'Benjamin Green', 'Simon Billig', 'Jarrod Dean', 'Travis Fine', 'David Harrod', 'Michael McGrady', 'Stephen Spacek', 'Steven Vidler', 'Will Wallace', 'Todd Wallace', 'Simon Westaway', 'Dan Wyllie', 'Randall Craig', 'Kick Gurry', 'Randall Duk Kim', 'Darrin Klimek', 'Dane Moreton', 'Ray Samuelson', 'Justin Ward', 'Felix Williamson', 'Mickey Rourke', 'Norman Patrick Brown']","['Fox 2000 Pictures', 'Phoenix Pictures', 'Pioneer LDC', 'George Stevens Jr. Productions', 'Geisler-Roberdeau Productions']",https://letterboxd.com//film/the-thin-red-line/
American Beauty,1999,Sam Mendes,['Drama'],4,3.97,122,['USA'],English,['English'],1078086,138894,295867,"['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley', 'Mena Suvari', 'Peter Gallagher', 'Allison Janney', 'Chris Cooper', 'Scott Bakula', 'Sam Robards', 'Barry Del Sherman', 'Ara Celi', 'John Cho', 'Fort Atkinson', 'Sue Casey', 'Kent Faulcon', 'Brenda Wehle', 'Lisa Cloud', 'Alison Faulk', 'Krista Goodsitt', 'Lily Houtkin', 'Carolina Lancaster', 'Mona Leah', 'Chekesha Van Putten', 'Emily Zachary', 'Nancy Anderson', 'Reshma Gajjar', 'Stephanie Rizzo', 'Heather Joy Sher', 'Chelsea Hertford', 'Amber Smith', 'Joel McCrary', 'Marissa Jaret Winokur', 'Dennis Anderson', 'Matthew Kimbrough', 'Erin Cathryn Strubbe', 'Thomas J. Armstrong', 'Bruce Cohen', 'Elaine Corral Kendall', 'David C. Fisher', 'James Hunter', 'Spencer Kayden', 'Tom Miller', 'Ronald Reagan']","['DreamWorks Pictures', 'Jinks/Cohen Company']",https://letterboxd.com//film/american-beauty/
The Cider House Rules,1999,Lasse Hallström,['Drama'],2,3.4,126,['USA'],English,['English'],46612,10328,5694,"['Tobey Maguire', 'Charlize Theron', 'Delroy Lindo', 'Paul Rudd', 'Michael Caine', 'Jane Alexander', 'Kathy Baker', 'Erykah Badu', 'Kieran Culkin', 'Kate Nelligan', 'Heavy D', 'J.K. Simmons', 'Erik Per Sullivan', 'Paz de la Huerta', 'K. Todd Freeman', 'Evan Parke', 'Jimmy Flynn', 'Lonnie Farmer', 'Spencer Diamond', 'Skye McCole Bartusiak']","['Miramax', 'Nina Saxon Film Design', 'FilmColony']",https://letterboxd.com//film/the-cider-house-rules/
The Green Mile,1999,Frank Darabont,"['Drama', 'Crime', 'Fantasy']",3.5,4.2,189,['USA'],English,"['English', 'French']",818287,92985,223364,"['Tom Hanks', 'Michael Clarke Duncan', 'David Morse', 'Bonnie Hunt', 'Michael Jeter', 'Doug Hutchison', 'Sam Rockwell', 'James Cromwell', 'Barry Pepper', 'Graham Greene', 'Jeffrey DeMunn', 'Patricia Clarkson', 'Harry Dean Stanton', 'Dabbs Greer', 'Eve Brent', 'William Sadler', 'Mack Miles', 'Rai Tasco', 'Paula Malcomson', 'Christopher Joel Ives', 'Evanne Drucker', 'Bailey Drucker', 'Brian Libby', 'Brent Briscoe', 'Bill McKinney', 'Gary Sinise', 'Rachel Singer', 'Scotty Leavenworth', 'Bill Gratton', 'Dee Croxton', 'Rebecca Klingler', 'Gary Imhoff', 'Van Epperson', 'David E. Browning', 'Tommy Barnes', 'Wes Hall', 'Phil Hawn', 'Judy Herrera', 'Ted Hollis', 'Gower Mills', 'Garth Shaw', 'Jared Stovall', 'Todd Thompson']","['Warner Bros. Pictures', 'Universal Pictures', 'PolyGram Filmed Entertainment', 'Castle Rock Entertainment', 'Darkwoods Productions']",https://letterboxd.com//film/the-green-mile/
The Insider,1999,Michael Mann,"['Drama', 'Thriller']",5,4.04,158,['USA'],English,"['English', 'Arabic', 'Japanese', 'Persian (Farsi)']",97606,31764,23302,"['Al Pacino', 'Russell Crowe', 'Christopher Plummer', 'Diane Venora', 'Philip Baker Hall', 'Lindsay Crouse', 'Debi Mazar', 'Stephen Tobolowsky', 'Colm Feore', 'Bruce McGill', 'Gina Gershon', 'Michael Gambon', 'Rip Torn', 'Lynne Thigpen', 'Hallie Eisenberg', 'Michael Paul Chan', 'Linda Hart', 'Robert Harper', 'Nestor Serrano', 'Pete Hamill', 'Wings Hauser', 'Cliff Curtis', 'Renee Olstead', 'Michael Moore', 'Gary Sandy', 'Willie C. Carpenter', 'Paul Butler', 'Jack Palladino', 'Megan Odebash', 'Roger Bart', 'Sayed Badreya', 'Chris Ufland', 'Douglas McGrath', 'Bill Sage', 'Joseph Hindy', 'Dennis Garber', 'Tim Grimm', 'Paul Perri', 'Wanda De Jesus', 'Robert Patrick Brink', 'V.J. Foster', 'James Harper', 'Eyal Podell', 'Breckin Meyer', 'David Roberson', 'David Clyde Carr', 'Vyto Ruginis', 'Saemi Nakamura', 'Knox White', 'David C. Fisher', 'Phil Hawn', 'Zane Lamprey', 'Robert Malone', 'Vin Morreale Jr', 'Robert D. Parham', 'Roger Phenix']","['Touchstone Pictures', 'Forward Pass', 'Mann/Roth Productions', 'Spyglass Entertainment']",https://letterboxd.com//film/the-insider/
The Sixth Sense,1999,M. Night Shyamalan,"['Thriller', 'Mystery', 'Horror', 'Drama']",3,4.01,107,['USA'],English,"['English', 'Latin', 'Spanish']",965176,122586,245524,"['Bruce Willis', 'Haley Joel Osment', 'Toni Collette', 'Olivia Williams', 'Trevor Morgan', 'Donnie Wahlberg', 'Peter Anthony Tambakis', 'Jeffrey Zubernis', 'Bruce Norris', 'Glenn Fitzgerald', 'Greg Wood', 'Mischa Barton', 'Angelica Page', 'Lisa Summerour', 'Firdous Bamji', 'Samia Shoaib', 'Hayden Saunier', 'Janis Dardaris', 'Neill Hartley', 'Sarah Ripard', 'Heidi Fischer', 'KaDee Strickland', 'Michael J. Lyons', 'Samantha Fitzpatrick', 'Holly Cross Vagley', 'Kate Kearney-Patch', 'Marilyn Shanok', 'M. Night Shyamalan', 'Wes Heywood', 'Nico Woulard', 'Carol Nielson', 'Keith Woulard', 'Jodi Dawson', 'Tony Michael Donnelly', 'Ronnie Lea', 'Carlos Xavier Lopez', 'Gino Inverso', 'Ellen Sheppard', 'Tom McLaughlin', 'Candy Aston-Dennis', 'Patrick McDade', 'Jose L. Rodriguez', 'Gina Allegro', 'Bob Bowersox', 'Matt Casale', 'Kym Cohen', 'Colleen June McQuaide', 'Jonathan Nation', 'Sean Oliver', 'Alison Robertson']","['Spyglass Entertainment', 'The Kennedy/Marshall Company', 'Hollywood Pictures', 'Barry Mendel Productions']",https://letterboxd.com//film/the-sixth-sense/
Chocolat,2000,Lasse Hallström,"['Comedy', 'Drama', 'Romance']",3,3.36,121,"['UK', 'USA']",English,"['English', 'French']",139972,16648,20221,"['Juliette Binoche', 'Alfred Molina', 'Johnny Depp', 'Judi Dench', 'Leslie Caron', 'Carrie-Anne Moss', 'Aurelien Parent Koenig', 'Lena Olin', 'Peter Stormare', 'John Wood', 'Antonio Gil', 'Hélène Cardona', ""Hugh O'Conor"", 'Victoire Thivisol', 'Gaelan Connell', 'Élisabeth Commelin', 'Ron Cook', 'Michèle Gleizer', 'Christianne Oliveira', 'Guillaume Tardieu', 'Harrison Pratt', 'Marion Hauducoeur']","['Fat Free', 'Miramax', 'David Brown Productions']",https://letterboxd.com//film/chocolat/
"Crouching Tiger, Hidden Dragon",2000,Ang Lee,"['Drama', 'Action', 'Romance', 'Adventure']",4.5,4.03,120,"['China', 'Hong Kong', 'Taiwan', 'USA']",Chinese,['Chinese'],285200,65320,71607,"['Chow Yun-fat', 'Michelle Yeoh', 'Zhang Ziyi', 'Chang Chen', 'Sihung Lung', 'Cheng Pei-pei', 'Li Fazeng', ""Gao Xi'an"", 'Hai Yan', 'Wang Deming', 'Li Li', 'Suying Huang', 'Zhang Jinting', 'Rui Yang', 'Chen Bing', 'Kai Li', 'Wallace Huo', 'Du Zhen Xi', 'Xu Cheng-lin', 'Lin Feng', 'Wang Wensheng', 'Song Dong', 'Ma Zhongxuan', 'Li Bao-Cheng', 'Yang Yong-De', 'Shao Jun Zhang', 'Ma Ning', 'Zhu Min Jiang', 'Changsheng Dong', 'Shih Yi', 'Chang Sao-Chen']","['China Film Co-Production Corporation', 'Columbia Pictures Film Production Asia', 'Good Machine', 'Asia Union Film & Entertainment Ltd.', 'United China Vision', 'Zoom Hunt International Productions Company Ltd.', 'Sony Pictures Classics', 'Edko Films', 'Ang Lee Productions', 'Columbia Pictures']",https://letterboxd.com//film/crouching-tiger-hidden-dragon/
Erin Brockovich,2000,Steven Soderbergh,['Drama'],2.5,3.79,131,['USA'],English,['English'],239537,35439,48569,"['Julia Roberts', 'Albert Finney', 'Aaron Eckhart', 'Marg Helgenberger', 'Cherry Jones', 'Veanne Cox', 'Conchata Ferrell', 'Tracey Walter', 'Peter Coyote', 'Michael Harney', 'Scarlett Pomers', 'Scotty Leavenworth', 'Gina Gallego', 'T.J. Thyne', 'Valente Rodriguez', 'Erin Brockovich', 'David Brisbin', 'Dawn Didawick', 'George Rocky Sullivan', 'Pat Skipper', 'Jack Gill', 'Irene Olga López', 'Emily Marks', 'Julie Marks', 'Gemmenne de la Peña', 'Adilah Barnes', 'Irina V. Passmoore', 'Ron Altomare', 'Charles John Bukey', 'Randy Lowell', 'Jamie Harrold', 'Sarah Ashley', 'Joe Chrest', 'Meredith Zinner', 'William Lucking', 'Mimi Kennedy', 'Scott Sowers', 'Kristina Malota', 'Wade Williams', 'Cordelia Richards', 'Ashley Pimental', 'Brittany Pimental', 'Larry Martinez', 'LeRoy A. Simmons', 'Don Snell', 'Michael Shamberg', 'Ronald E. Hairston', 'Scott Allen', 'Sheila Shaw', 'Matthew Kimbrough', 'Jason Cervantes', 'Spencer Kayden', 'Norma Maldonado', 'Mike Malone', 'Tom Tangen', 'Julie Wagner']",['Jersey Films'],https://letterboxd.com//film/erin-brockovich/
Gladiator,2000,Ridley Scott,"['Action', 'Adventure', 'Drama']",2,4.08,155,"['UK', 'USA']",English,['English'],1025415,130429,265423,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed', 'Richard Harris', 'Derek Jacobi', 'Djimon Hounsou', 'David Schofield', 'John Shrapnel', 'Tomas Arana', 'Ralf Moeller', 'Spencer Treat Clark', 'David Hemmings', 'Tommy Flanagan', 'Sven-Ole Thorsen', 'Omid Djalili', 'Nicholas McGaughey', 'Chris Kell', 'Tony Curran', 'Mark Lewis', 'John Quinn', 'Alun Raglan', 'David Bailie', 'Chick Allan', 'David J. Nicholls', 'Al Hunter Ashton', 'Billy Dowd', 'Ray Calleja', 'Giannina Facio', 'Giorgio Cantarini', 'Allan Corduner', 'Michael Mellinger', 'Said Amel', 'Adam Levy', 'Gilly Gilchrist', 'Paul Bateman', 'Nick Beardshaw', 'Corey Booth', 'Michael Dickins', 'Malcolm Ellul', 'Simon Faulkner', 'James Fiddy', 'Peter Francis-Wemyss', 'Ruth Frendo', 'Cara Higgins', 'Earl Hundt', 'Mehdi Kashani', 'Tom Kay', 'Phil Lowes', 'Nic Main', 'Ray Mangion', 'Antonio Meitin', 'João Costa Menezes', 'Mike Mitchell', 'Arnold Montey', 'Antone Pagán', 'Norman Campbell Rees', 'Neil Roche', 'Paul Sacks', 'Steve Saunders', 'Christopher Say', 'Brian Smyj', 'Richard Stride', 'Tony Tomlinson', 'Paul Woodadge', 'Michael Yale']","['Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'C & L', 'Dawliz', 'DreamWorks Pictures']",https://letterboxd.com//film/gladiator-2000/
